Time;Symbol;FloatingPnL;Magic;PnLPercent
2025.07.18 03:11;TOTAL;-13.87;-;-0.14
2025.07.18 03:12;NZDUSD;122.24;0;1.22
2025.07.18 03:12;AUDUSD;-134.11;0;-1.34
2025.07.18 03:12;TOTAL;-11.87;-;-0.12
2025.07.18 03:13;NZDUSD;102.24;0;1.02
2025.07.18 03:13;AUDUSD;-125.11;0;-1.25
2025.07.18 03:13;TOTAL;-22.87;-;-0.23
2025.07.18 03:14;NZDUSD;105.24;0;1.05
2025.07.18 03:14;AUDUSD;-130.11;0;-1.30
2025.07.18 03:14;TOTAL;-24.87;-;-0.25
2025.07.18 03:15;NZDUSD;101.24;0;1.01
2025.07.18 03:15;AUDUSD;-130.11;0;-1.30
2025.07.18 03:15;TOTAL;-28.87;-;-0.29
2025.07.18 03:16;NZDUSD;106.24;0;1.06
2025.07.18 03:16;AUDUSD;-135.11;0;-1.35
2025.07.18 03:16;TOTAL;-28.87;-;-0.29
2025.07.18 03:17;NZDUSD;115.24;0;1.15
2025.07.18 03:17;AUDUSD;-141.11;0;-1.41
2025.07.18 03:17;TOTAL;-25.87;-;-0.26
2025.07.18 03:18;NZDUSD;105.24;0;1.05
2025.07.18 03:18;AUDUSD;-134.11;0;-1.34
2025.07.18 03:18;TOTAL;-28.87;-;-0.29
2025.07.18 03:19;NZDUSD;105.24;0;1.05
2025.07.18 03:19;AUDUSD;-134.11;0;-1.34
2025.07.18 03:19;TOTAL;-28.87;-;-0.29
2025.07.18 03:20;NZDUSD;121.24;0;1.21
2025.07.18 03:20;AUDUSD;-143.11;0;-1.43
2025.07.18 03:20;TOTAL;-21.87;-;-0.22
2025.07.18 03:21;NZDUSD;132.24;0;1.32
2025.07.18 03:21;AUDUSD;-154.11;0;-1.54
2025.07.18 03:21;TOTAL;-21.87;-;-0.22
2025.07.18 03:22;NZDUSD;139.24;0;1.39
2025.07.18 03:22;AUDUSD;-150.11;0;-1.50
2025.07.18 03:22;TOTAL;-10.87;-;-0.11
2025.07.18 03:23;NZDUSD;136.24;0;1.36
2025.07.18 03:23;AUDUSD;-154.11;0;-1.54
2025.07.18 03:23;TOTAL;-17.87;-;-0.18
2025.07.18 03:24;NZDUSD;137.24;0;1.37
2025.07.18 03:24;AUDUSD;-156.11;0;-1.56
2025.07.18 03:24;TOTAL;-18.87;-;-0.19
2025.07.18 03:25;NZDUSD;137.24;0;1.37
2025.07.18 03:25;AUDUSD;-156.11;0;-1.56
2025.07.18 03:25;TOTAL;-18.87;-;-0.19
2025.07.18 03:26;NZDUSD;145.24;0;1.45
2025.07.18 03:26;AUDUSD;-164.11;0;-1.64
2025.07.18 03:26;TOTAL;-18.87;-;-0.19
2025.07.18 03:27;NZDUSD;146.24;0;1.46
2025.07.18 03:27;AUDUSD;-160.11;0;-1.60
2025.07.18 03:27;TOTAL;-13.87;-;-0.14
2025.07.18 03:28;NZDUSD;152.24;0;1.52
2025.07.18 03:28;AUDUSD;-169.11;0;-1.69
2025.07.18 03:28;TOTAL;-16.87;-;-0.17
2025.07.18 03:29;NZDUSD;148.24;0;1.48
2025.07.18 03:29;AUDUSD;-170.11;0;-1.70
2025.07.18 03:29;TOTAL;-21.87;-;-0.22
2025.07.18 03:30;NZDUSD;153.24;0;1.53
2025.07.18 03:30;AUDUSD;-170.11;0;-1.70
2025.07.18 03:30;TOTAL;-16.87;-;-0.17
2025.07.18 03:31;NZDUSD;144.24;0;1.44
2025.07.18 03:31;AUDUSD;-163.11;0;-1.63
2025.07.18 03:31;TOTAL;-18.87;-;-0.19
2025.07.18 03:32;NZDUSD;153.24;0;1.53
2025.07.18 03:32;AUDUSD;-174.11;0;-1.74
2025.07.18 03:32;TOTAL;-20.87;-;-0.21
2025.07.18 03:33;NZDUSD;162.24;0;1.62
2025.07.18 03:33;AUDUSD;-181.11;0;-1.81
2025.07.18 03:33;TOTAL;-18.87;-;-0.19
2025.07.18 03:34;NZDUSD;174.24;0;1.74
2025.07.18 03:34;AUDUSD;-200.11;0;-2.00
2025.07.18 03:34;TOTAL;-25.87;-;-0.26
2025.07.18 03:35;NZDUSD;167.24;0;1.67
2025.07.18 03:35;AUDUSD;-190.11;0;-1.90
2025.07.18 03:35;TOTAL;-22.87;-;-0.23
2025.07.18 03:36;NZDUSD;166.24;0;1.66
2025.07.18 03:36;AUDUSD;-190.11;0;-1.90
2025.07.18 03:36;TOTAL;-23.87;-;-0.24
2025.07.18 03:37;NZDUSD;178.24;0;1.78
2025.07.18 03:37;AUDUSD;-196.11;0;-1.96
2025.07.18 03:37;TOTAL;-17.87;-;-0.18
2025.07.18 03:38;NZDUSD;188.24;0;1.88
2025.07.18 03:38;AUDUSD;-199.11;0;-1.99
2025.07.18 03:38;TOTAL;-10.87;-;-0.11
2025.07.18 03:39;NZDUSD;206.24;0;2.06
2025.07.18 03:39;AUDUSD;-208.11;0;-2.08
2025.07.18 03:39;TOTAL;-1.87;-;-0.02
2025.07.18 03:40;NZDUSD;219.24;0;2.19
2025.07.18 03:40;AUDUSD;-231.11;0;-2.31
2025.07.18 03:40;TOTAL;-11.87;-;-0.12
2025.07.18 03:41;NZDUSD;214.24;0;2.14
2025.07.18 03:41;AUDUSD;-221.11;0;-2.21
2025.07.18 03:41;TOTAL;-6.87;-;-0.07
2025.07.18 03:42;NZDUSD;211.24;0;2.11
2025.07.18 03:42;AUDUSD;-220.11;0;-2.20
2025.07.18 03:42;TOTAL;-8.87;-;-0.09
2025.07.18 03:43;NZDUSD;202.24;0;2.02
2025.07.18 03:43;AUDUSD;-214.11;0;-2.14
2025.07.18 03:43;TOTAL;-11.87;-;-0.12
2025.07.18 03:44;NZDUSD;207.24;0;2.07
2025.07.18 03:44;AUDUSD;-214.11;0;-2.14
2025.07.18 03:44;TOTAL;-6.87;-;-0.07
2025.07.18 03:45;NZDUSD;215.24;0;2.15
2025.07.18 03:45;AUDUSD;-221.11;0;-2.21
2025.07.18 03:45;TOTAL;-5.87;-;-0.06
2025.07.18 03:46;NZDUSD;215.24;0;2.15
2025.07.18 03:46;AUDUSD;-220.11;0;-2.20
2025.07.18 03:46;TOTAL;-4.87;-;-0.05
2025.07.18 03:47;NZDUSD;214.24;0;2.14
2025.07.18 03:47;AUDUSD;-221.11;0;-2.21
2025.07.18 03:47;TOTAL;-6.87;-;-0.07
2025.07.18 03:48;NZDUSD;219.24;0;2.19
2025.07.18 03:48;AUDUSD;-221.11;0;-2.21
2025.07.18 03:48;TOTAL;-1.87;-;-0.02
2025.07.18 03:49;NZDUSD;219.24;0;2.19
2025.07.18 03:49;AUDUSD;-222.11;0;-2.22
2025.07.18 03:49;TOTAL;-2.87;-;-0.03
2025.07.18 03:50;NZDUSD;216.24;0;2.16
2025.07.18 03:50;AUDUSD;-225.11;0;-2.25
2025.07.18 03:50;TOTAL;-8.87;-;-0.09
2025.07.18 03:51;NZDUSD;222.24;0;2.22
2025.07.18 03:51;AUDUSD;-231.11;0;-2.31
2025.07.18 03:51;TOTAL;-8.87;-;-0.09
2025.07.18 03:52;NZDUSD;198.24;0;1.98
2025.07.18 03:52;AUDUSD;-212.11;0;-2.12
2025.07.18 03:52;TOTAL;-13.87;-;-0.14
2025.07.18 03:53;NZDUSD;203.24;0;2.03
2025.07.18 03:53;AUDUSD;-212.11;0;-2.12
2025.07.18 03:53;TOTAL;-8.87;-;-0.09
2025.07.18 03:54;NZDUSD;183.24;0;1.83
2025.07.18 03:54;AUDUSD;-195.11;0;-1.95
2025.07.18 03:54;TOTAL;-11.87;-;-0.12
2025.07.18 03:55;NZDUSD;179.24;0;1.79
2025.07.18 03:55;AUDUSD;-200.11;0;-2.00
2025.07.18 03:55;TOTAL;-20.87;-;-0.21
2025.07.18 03:56;NZDUSD;172.24;0;1.72
2025.07.18 03:56;AUDUSD;-192.11;0;-1.92
2025.07.18 03:56;TOTAL;-19.87;-;-0.20
2025.07.18 03:57;NZDUSD;171.24;0;1.71
2025.07.18 03:57;AUDUSD;-188.11;0;-1.88
2025.07.18 03:57;TOTAL;-16.87;-;-0.17
2025.07.18 03:58;NZDUSD;192.24;0;1.92
2025.07.18 03:58;AUDUSD;-195.11;0;-1.95
2025.07.18 03:58;TOTAL;-2.87;-;-0.03
2025.07.18 03:59;NZDUSD;202.24;0;2.02
2025.07.18 03:59;AUDUSD;-213.11;0;-2.13
2025.07.18 03:59;TOTAL;-10.87;-;-0.11
2025.07.18 04:00;NZDUSD;206.24;0;2.07
2025.07.18 04:00;AUDUSD;-220.11;0;-2.21
2025.07.18 04:00;AUDUSD;-0.45;78;-0.00
2025.07.18 04:00;TOTAL;-14.32;-;-0.14
2025.07.18 04:01;NZDUSD;220.24;0;2.21
2025.07.18 04:01;AUDUSD;-230.11;0;-2.31
2025.07.18 04:01;TOTAL;-9.87;-;-0.10
2025.07.18 04:02;NZDUSD;233.24;0;2.34
2025.07.18 04:02;AUDUSD;-240.11;0;-2.41
2025.07.18 04:02;TOTAL;-6.87;-;-0.07
2025.07.18 04:03;NZDUSD;240.24;0;2.41
2025.07.18 04:03;AUDUSD;-240.11;0;-2.41
2025.07.18 04:03;TOTAL;0.13;-;0.00
2025.07.18 04:04;NZDUSD;236.24;0;2.37
2025.07.18 04:04;AUDUSD;-235.11;0;-2.36
2025.07.18 04:04;TOTAL;1.13;-;0.01
2025.07.18 04:05;NZDUSD;223.24;0;2.24
2025.07.18 04:05;AUDUSD;-234.11;0;-2.35
2025.07.18 04:05;TOTAL;-10.87;-;-0.11
2025.07.18 04:06;NZDUSD;205.24;0;2.06
2025.07.18 04:06;AUDUSD;-221.11;0;-2.22
2025.07.18 04:06;TOTAL;-15.87;-;-0.16
2025.07.18 04:07;NZDUSD;201.24;0;2.02
2025.07.18 04:07;AUDUSD;-217.11;0;-2.18
2025.07.18 04:07;TOTAL;-15.87;-;-0.16
2025.07.18 04:08;NZDUSD;212.24;0;2.13
2025.07.18 04:08;AUDUSD;-222.11;0;-2.23
2025.07.18 04:08;TOTAL;-9.87;-;-0.10
2025.07.18 04:09;NZDUSD;219.24;0;2.20
2025.07.18 04:09;AUDUSD;-226.11;0;-2.27
2025.07.18 04:09;TOTAL;-6.87;-;-0.07
2025.07.18 04:10;NZDUSD;216.24;0;2.17
2025.07.18 04:10;AUDUSD;-225.11;0;-2.26
2025.07.18 04:10;TOTAL;-8.87;-;-0.09
2025.07.18 04:11;NZDUSD;219.24;0;2.20
2025.07.18 04:11;AUDUSD;-226.11;0;-2.27
2025.07.18 04:11;TOTAL;-6.87;-;-0.07
2025.07.18 04:12;NZDUSD;211.24;0;2.12
2025.07.18 04:12;AUDUSD;-221.11;0;-2.22
2025.07.18 04:12;TOTAL;-9.87;-;-0.10
2025.07.18 04:13;NZDUSD;211.24;0;2.12
2025.07.18 04:13;AUDUSD;-214.11;0;-2.15
2025.07.18 04:13;TOTAL;-2.87;-;-0.03
2025.07.18 04:14;NZDUSD;218.24;0;2.19
2025.07.18 04:14;AUDUSD;-217.11;0;-2.18
2025.07.18 04:14;TOTAL;1.13;-;0.01
2025.07.18 04:15;NZDUSD;216.24;0;2.18
2025.07.18 04:15;AUDUSD;-214.11;0;-2.15
2025.07.18 04:15;AUDUSD;-0.35;78;-0.00
2025.07.18 04:15;TOTAL;1.78;-;0.02
2025.07.18 04:16;NZDUSD;212.24;0;2.14
2025.07.18 04:16;AUDUSD;-209.11;0;-2.11
2025.07.18 04:16;AUDUSD;-0.35;78;-0.00
2025.07.18 04:16;TOTAL;2.78;-;0.03
2025.07.18 04:17;NZDUSD;222.24;0;2.24
2025.07.18 04:17;AUDUSD;-214.11;0;-2.16
2025.07.18 04:17;AUDUSD;-0.35;78;-0.00
2025.07.18 04:17;TOTAL;7.78;-;0.08
2025.07.18 04:18;NZDUSD;223.24;0;2.25
2025.07.18 04:18;AUDUSD;-214.11;0;-2.16
2025.07.18 04:18;AUDUSD;-0.40;78;-0.00
2025.07.18 04:18;TOTAL;8.73;-;0.09
2025.07.18 04:19;NZDUSD;225.24;0;2.28
2025.07.18 04:19;AUDUSD;-213.11;0;-2.16
2025.07.18 04:19;AUDUSD;-0.45;78;-0.00
2025.07.18 04:19;TOTAL;11.68;-;0.12
2025.07.18 04:20;NZDUSD;228.24;0;2.31
2025.07.18 04:20;AUDUSD;-220.11;0;-2.23
2025.07.18 04:20;AUDUSD;-0.40;78;-0.00
2025.07.18 04:20;TOTAL;7.73;-;0.08
2025.07.18 04:21;NZDUSD;224.24;0;2.28
2025.07.18 04:21;AUDUSD;-221.11;0;-2.25
2025.07.18 04:21;AUDUSD;-0.45;78;-0.00
2025.07.18 04:21;TOTAL;2.68;-;0.03
2025.07.18 04:22;NZDUSD;231.24;0;2.35
2025.07.18 04:22;AUDUSD;-221.11;0;-2.25
2025.07.18 04:22;AUDUSD;-0.40;78;-0.00
2025.07.18 04:22;TOTAL;9.73;-;0.10
2025.07.18 04:23;NZDUSD;229.24;0;2.34
2025.07.18 04:23;AUDUSD;-220.11;0;-2.24
2025.07.18 04:23;AUDUSD;-0.35;78;-0.00
2025.07.18 04:23;TOTAL;8.78;-;0.09
2025.07.18 04:24;NZDUSD;222.24;0;2.27
2025.07.18 04:24;AUDUSD;-212.11;0;-2.17
2025.07.18 04:24;AUDUSD;-0.40;78;-0.00
2025.07.18 04:24;TOTAL;9.73;-;0.10
2025.07.18 04:25;NZDUSD;228.24;0;2.34
2025.07.18 04:25;AUDUSD;-217.11;0;-2.22
2025.07.18 04:25;AUDUSD;-0.35;78;-0.00
2025.07.18 04:25;TOTAL;10.78;-;0.11
2025.07.18 04:26;NZDUSD;227.24;0;2.33
2025.07.18 04:26;AUDUSD;-213.11;0;-2.18
2025.07.18 04:26;AUDUSD;-0.45;78;-0.00
2025.07.18 04:26;TOTAL;13.68;-;0.14
2025.07.18 04:27;NZDUSD;224.24;0;2.30
2025.07.18 04:27;AUDUSD;-208.11;0;-2.13
2025.07.18 04:27;AUDUSD;-0.25;78;-0.00
2025.07.18 04:27;TOTAL;15.88;-;0.16
2025.07.18 04:28;NZDUSD;232.24;0;2.38
2025.07.18 04:28;AUDUSD;-213.11;0;-2.19
2025.07.18 04:28;AUDUSD;-0.30;78;-0.00
2025.07.18 04:28;TOTAL;18.83;-;0.19
2025.07.18 04:29;NZDUSD;227.24;0;2.34
2025.07.18 04:29;AUDUSD;-208.11;0;-2.14
2025.07.18 04:29;AUDUSD;-0.40;78;-0.00
2025.07.18 04:29;TOTAL;18.73;-;0.19
2025.07.18 04:30;NZDUSD;212.24;0;2.19
2025.07.18 04:30;AUDUSD;-195.11;0;-2.01
2025.07.18 04:30;AUDUSD;-0.45;78;-0.00
2025.07.18 04:30;TOTAL;16.68;-;0.17
2025.07.18 04:31;NZDUSD;233.24;0;2.41
2025.07.18 04:31;AUDUSD;-209.11;0;-2.16
2025.07.18 04:31;AUDUSD;-0.45;78;-0.00
2025.07.18 04:31;TOTAL;23.68;-;0.24
2025.07.18 04:32;NZDUSD;235.24;0;2.44
2025.07.18 04:32;AUDUSD;-205.11;0;-2.13
2025.07.18 04:32;AUDUSD;-0.50;78;-0.01
2025.07.18 04:32;TOTAL;29.63;-;0.31
2025.07.18 04:33;NZDUSD;250.24;0;2.60
2025.07.18 04:33;AUDUSD;-214.11;0;-2.22
2025.07.18 04:33;AUDUSD;-0.40;78;-0.00
2025.07.18 04:33;TOTAL;35.73;-;0.37
2025.07.18 04:34;NZDUSD;253.24;0;2.63
2025.07.18 04:34;AUDUSD;-220.11;0;-2.29
2025.07.18 04:34;AUDUSD;-0.40;78;-0.00
2025.07.18 04:34;TOTAL;32.73;-;0.34
2025.07.18 04:35;NZDUSD;244.24;0;2.55
2025.07.18 04:35;AUDUSD;-209.11;0;-2.18
2025.07.18 04:35;AUDUSD;-0.35;78;-0.00
2025.07.18 04:35;TOTAL;34.78;-;0.36
2025.07.18 04:36;NZDUSD;241.24;0;2.52
2025.07.18 04:36;AUDUSD;-204.11;0;-2.13
2025.07.18 04:36;AUDUSD;-0.35;78;-0.00
2025.07.18 04:36;TOTAL;36.78;-;0.38
2025.07.18 04:37;NZDUSD;232.24;0;2.43
2025.07.18 04:37;AUDUSD;-204.11;0;-2.14
2025.07.18 04:37;AUDUSD;-0.45;78;-0.00
2025.07.18 04:37;TOTAL;27.68;-;0.29
2025.07.18 04:38;NZDUSD;241.24;0;2.53
2025.07.18 04:38;AUDUSD;-213.11;0;-2.23
2025.07.18 04:38;AUDUSD;-0.50;78;-0.01
2025.07.18 04:38;TOTAL;27.63;-;0.29
2025.07.18 04:39;NZDUSD;244.24;0;2.56
2025.07.18 04:39;AUDUSD;-212.11;0;-2.23
2025.07.18 04:39;AUDUSD;-0.40;78;-0.00
2025.07.18 04:39;TOTAL;31.73;-;0.33
2025.07.18 04:40;NZDUSD;237.24;0;2.50
2025.07.18 04:40;AUDUSD;-198.11;0;-2.09
2025.07.18 04:40;AUDUSD;-0.45;78;-0.00
2025.07.18 04:40;TOTAL;38.68;-;0.41
2025.07.18 04:41;NZDUSD;241.24;0;2.54
2025.07.18 04:41;AUDUSD;-198.11;0;-2.09
2025.07.18 04:41;AUDUSD;-0.45;78;-0.00
2025.07.18 04:41;TOTAL;42.68;-;0.45
2025.07.18 04:42;NZDUSD;237.24;0;2.50
2025.07.18 04:42;AUDUSD;-200.11;0;-2.11
2025.07.18 04:42;AUDUSD;-0.45;78;-0.00
2025.07.18 04:42;TOTAL;36.68;-;0.39
2025.07.18 04:43;NZDUSD;235.24;0;2.49
2025.07.18 04:43;AUDUSD;-195.11;0;-2.06
2025.07.18 04:43;AUDUSD;-0.45;78;-0.00
2025.07.18 04:43;TOTAL;39.68;-;0.42
2025.07.18 04:44;NZDUSD;224.24;0;2.37
2025.07.18 04:44;AUDUSD;-186.11;0;-1.97
2025.07.18 04:44;AUDUSD;-0.30;78;-0.00
2025.07.18 04:44;TOTAL;37.83;-;0.40
2025.07.18 04:45;NZDUSD;241.24;0;2.56
2025.07.18 04:45;AUDUSD;-200.11;0;-2.12
2025.07.18 04:45;AUDUSD;-0.30;168;-0.00
2025.07.18 04:45;TOTAL;40.83;-;0.43
2025.07.18 04:46;NZDUSD;254.24;0;2.70
2025.07.18 04:46;AUDUSD;-208.11;0;-2.21
2025.07.18 04:46;AUDUSD;-0.30;168;-0.00
2025.07.18 04:46;TOTAL;45.83;-;0.49
2025.07.18 04:47;NZDUSD;262.24;0;2.79
2025.07.18 04:47;AUDUSD;-220.11;0;-2.34
2025.07.18 04:47;AUDUSD;-0.45;168;-0.00
2025.07.18 04:47;TOTAL;41.68;-;0.44
2025.07.18 04:48;NZDUSD;271.24;0;2.89
2025.07.18 04:48;AUDUSD;-226.11;0;-2.41
2025.07.18 04:48;AUDUSD;-0.45;168;-0.00
2025.07.18 04:48;TOTAL;44.68;-;0.48
2025.07.18 04:49;NZDUSD;267.24;0;2.85
2025.07.18 04:49;AUDUSD;-221.11;0;-2.36
2025.07.18 04:49;AUDUSD;-0.45;168;-0.00
2025.07.18 04:49;TOTAL;45.68;-;0.49
2025.07.18 04:50;NZDUSD;272.24;0;2.90
2025.07.18 04:50;AUDUSD;-222.11;0;-2.37
2025.07.18 04:50;AUDUSD;-0.45;78;-0.00
2025.07.18 04:50;TOTAL;49.68;-;0.53
2025.07.18 04:51;NZDUSD;269.24;0;2.88
2025.07.18 04:51;AUDUSD;-220.11;0;-2.35
2025.07.18 04:51;AUDUSD;-0.40;78;-0.00
2025.07.18 04:51;TOTAL;48.73;-;0.52
2025.07.18 04:52;NZDUSD;269.24;0;2.88
2025.07.18 04:52;AUDUSD;-218.11;0;-2.34
2025.07.18 04:52;AUDUSD;-0.35;78;-0.00
2025.07.18 04:52;TOTAL;50.78;-;0.54
2025.07.18 04:53;NZDUSD;262.24;0;2.82
2025.07.18 04:53;AUDUSD;-213.11;0;-2.29
2025.07.18 04:53;AUDUSD;-0.50;78;-0.01
2025.07.18 04:53;TOTAL;48.63;-;0.52
2025.07.18 04:54;NZDUSD;271.24;0;2.92
2025.07.18 04:54;AUDUSD;-221.11;0;-2.38
2025.07.18 04:54;AUDUSD;-0.45;78;-0.00
2025.07.18 04:54;TOTAL;49.68;-;0.53
2025.07.18 04:55;NZDUSD;260.24;0;2.80
2025.07.18 04:55;AUDUSD;-212.11;0;-2.28
2025.07.18 04:55;AUDUSD;-0.50;78;-0.01
2025.07.18 04:55;TOTAL;47.63;-;0.51
2025.07.18 04:56;NZDUSD;254.24;0;2.74
2025.07.18 04:56;AUDUSD;-200.11;0;-2.16
2025.07.18 04:56;AUDUSD;-0.45;78;-0.00
2025.07.18 04:56;TOTAL;53.68;-;0.58
2025.07.18 04:57;NZDUSD;251.24;0;2.71
2025.07.18 04:57;AUDUSD;-200.11;0;-2.16
2025.07.18 04:57;AUDUSD;-0.35;78;-0.00
2025.07.18 04:57;TOTAL;50.78;-;0.55
2025.07.18 04:58;NZDUSD;236.24;0;2.56
2025.07.18 04:58;AUDUSD;-190.11;0;-2.06
2025.07.18 04:58;TOTAL;46.13;-;0.50
2025.07.18 04:59;NZDUSD;227.24;0;2.46
2025.07.18 04:59;AUDUSD;-181.11;0;-1.96
2025.07.18 04:59;AUDUSD;-0.45;78;-0.00
2025.07.18 04:59;TOTAL;45.68;-;0.50
2025.07.18 05:00;NZDUSD;242.24;0;2.63
2025.07.18 05:00;AUDUSD;-212.11;0;-2.31
2025.07.18 05:00;AUDUSD;-0.45;168;-0.00
2025.07.18 05:00;TOTAL;29.68;-;0.32
2025.07.18 05:01;NZDUSD;229.24;0;2.50
2025.07.18 05:01;AUDUSD;-196.11;0;-2.14
2025.07.18 05:01;AUDUSD;-0.40;168;-0.00
2025.07.18 05:01;TOTAL;32.73;-;0.36
2025.07.18 05:02;NZDUSD;225.24;0;2.46
2025.07.18 05:02;AUDUSD;-195.11;0;-2.13
2025.07.18 05:02;AUDUSD;-0.50;168;-0.01
2025.07.18 05:02;TOTAL;29.63;-;0.32
2025.07.18 05:03;NZDUSD;232.24;0;2.54
2025.07.18 05:03;AUDUSD;-194.11;0;-2.12
2025.07.18 05:03;AUDUSD;-0.50;168;-0.01
2025.07.18 05:03;TOTAL;37.63;-;0.41
2025.07.18 05:04;NZDUSD;225.24;0;2.46
2025.07.18 05:04;AUDUSD;-186.11;0;-2.03
2025.07.18 05:04;AUDUSD;-0.45;168;-0.00
2025.07.18 05:04;TOTAL;38.68;-;0.42
2025.07.18 05:05;NZDUSD;206.24;0;2.26
2025.07.18 05:05;AUDUSD;-179.11;0;-1.96
2025.07.18 05:05;TOTAL;27.13;-;0.30
2025.07.18 05:06;NZDUSD;205.24;0;2.24
2025.07.18 05:06;AUDUSD;-177.11;0;-1.94
2025.07.18 05:06;TOTAL;28.13;-;0.31
2025.07.18 05:07;NZDUSD;188.24;0;2.06
2025.07.18 05:07;AUDUSD;-168.11;0;-1.84
2025.07.18 05:07;TOTAL;20.13;-;0.22
2025.07.18 05:08;NZDUSD;180.24;0;1.97
2025.07.18 05:08;AUDUSD;-160.11;0;-1.75
2025.07.18 05:08;TOTAL;20.13;-;0.22
2025.07.18 05:09;NZDUSD;189.24;0;2.07
2025.07.18 05:09;AUDUSD;-169.11;0;-1.85
2025.07.18 05:09;TOTAL;20.13;-;0.22
2025.07.18 05:10;NZDUSD;196.24;0;2.15
2025.07.18 05:10;AUDUSD;-178.11;0;-1.95
2025.07.18 05:10;TOTAL;18.13;-;0.20
2025.07.18 05:11;NZDUSD;210.24;0;2.30
2025.07.18 05:11;AUDUSD;-182.11;0;-1.99
2025.07.18 05:11;TOTAL;28.13;-;0.31
2025.07.18 05:12;NZDUSD;212.24;0;2.32
2025.07.18 05:12;AUDUSD;-185.11;0;-2.02
2025.07.18 05:12;TOTAL;27.13;-;0.30
2025.07.18 05:13;NZDUSD;225.24;0;2.47
2025.07.18 05:13;AUDUSD;-196.11;0;-2.15
2025.07.18 05:13;AUDUSD;-0.35;168;-0.00
2025.07.18 05:13;TOTAL;28.78;-;0.32
2025.07.18 05:14;NZDUSD;223.24;0;2.45
2025.07.18 05:14;AUDUSD;-191.11;0;-2.10
2025.07.18 05:14;AUDUSD;-0.30;168;-0.00
2025.07.18 05:14;TOTAL;31.83;-;0.35
2025.07.18 05:15;NZDUSD;202.24;0;2.22
2025.07.18 05:15;AUDUSD;-179.11;0;-1.97
2025.07.18 05:15;AUDUSD;-0.35;168;-0.00
2025.07.18 05:15;TOTAL;22.78;-;0.25
2025.07.18 05:16;NZDUSD;202.24;0;2.22
2025.07.18 05:16;AUDUSD;-182.11;0;-2.00
2025.07.18 05:16;AUDUSD;-0.45;168;-0.00
2025.07.18 05:16;TOTAL;19.68;-;0.22
2025.07.18 05:17;NZDUSD;206.24;0;2.27
2025.07.18 05:17;AUDUSD;-187.11;0;-2.06
2025.07.18 05:17;AUDUSD;-0.35;168;-0.00
2025.07.18 05:17;TOTAL;18.78;-;0.21
2025.07.18 05:18;NZDUSD;210.24;0;2.32
2025.07.18 05:18;AUDUSD;-191.11;0;-2.11
2025.07.18 05:18;AUDUSD;-0.35;168;-0.00
2025.07.18 05:18;TOTAL;18.78;-;0.21
2025.07.18 05:19;NZDUSD;210.24;0;2.32
2025.07.18 05:19;AUDUSD;-191.11;0;-2.11
2025.07.18 05:19;AUDUSD;-0.45;168;-0.00
2025.07.18 05:19;TOTAL;18.68;-;0.21
2025.07.18 05:20;NZDUSD;210.24;0;2.32
2025.07.18 05:20;AUDUSD;-191.11;0;-2.11
2025.07.18 05:20;AUDUSD;-0.35;168;-0.00
2025.07.18 05:20;TOTAL;18.78;-;0.21
2025.07.18 05:21;NZDUSD;218.24;0;2.42
2025.07.18 05:21;AUDUSD;-198.11;0;-2.19
2025.07.18 05:21;AUDUSD;-0.35;168;-0.00
2025.07.18 05:21;TOTAL;19.78;-;0.22
2025.07.18 05:22;NZDUSD;222.24;0;2.46
2025.07.18 05:22;AUDUSD;-204.11;0;-2.26
2025.07.18 05:22;AUDUSD;-0.35;168;-0.00
2025.07.18 05:22;TOTAL;17.78;-;0.20
2025.07.18 05:23;NZDUSD;222.24;0;2.46
2025.07.18 05:23;AUDUSD;-200.11;0;-2.22
2025.07.18 05:23;AUDUSD;-0.35;168;-0.00
2025.07.18 05:23;TOTAL;21.78;-;0.24
2025.07.18 05:24;NZDUSD;237.24;0;2.64
2025.07.18 05:24;AUDUSD;-213.11;0;-2.37
2025.07.18 05:24;AUDUSD;-0.45;168;-0.00
2025.07.18 05:24;TOTAL;23.68;-;0.26
2025.07.18 05:25;NZDUSD;229.24;0;2.55
2025.07.18 05:25;AUDUSD;-218.11;0;-2.42
2025.07.18 05:25;AUDUSD;-0.35;78;-0.00
2025.07.18 05:25;TOTAL;10.78;-;0.12
2025.07.18 05:26;NZDUSD;235.24;0;2.62
2025.07.18 05:26;AUDUSD;-221.11;0;-2.46
2025.07.18 05:26;AUDUSD;-0.45;78;-0.01
2025.07.18 05:26;TOTAL;13.68;-;0.15
2025.07.18 05:27;NZDUSD;237.24;0;2.64
2025.07.18 05:27;AUDUSD;-225.11;0;-2.51
2025.07.18 05:27;AUDUSD;-0.45;78;-0.01
2025.07.18 05:27;TOTAL;11.68;-;0.13
2025.07.18 05:28;NZDUSD;235.24;0;2.62
2025.07.18 05:28;AUDUSD;-223.11;0;-2.49
2025.07.18 05:28;AUDUSD;-0.35;78;-0.00
2025.07.18 05:28;TOTAL;11.78;-;0.13
2025.07.18 05:29;NZDUSD;241.24;0;2.69
2025.07.18 05:29;AUDUSD;-227.11;0;-2.53
2025.07.18 05:29;TOTAL;14.13;-;0.16
2025.07.18 05:30;NZDUSD;246.24;0;2.75
2025.07.18 05:30;AUDUSD;-233.11;0;-2.60
2025.07.18 05:30;TOTAL;13.13;-;0.15
2025.07.18 05:31;NZDUSD;235.24;0;2.62
